id,Municipality,ref: ISTAT,year,Waste type,Quantity,category
9730,22138,4022138,2021,Plastic (t),"13,013",5
9731,22139,4022139,2021,Plastic (t),"571,056",5
9732,,4022234,2021,Plastic (t),"44,315",5
9733,22142,4022142,2021,Plastic (t),"23,761",5
9734,22143,4022143,2021,Plastic (t),"209,607",5
9735,22144,4022144,2021,Plastic (t),"79,988",5
9736,,4022244,2021,Plastic (t),"55,916",5
9737,22230,4022230,2021,Plastic (t),"224,482",5
9738,22147,4022147,2021,Plastic (t),"149,300",5
9739,,4022245,2021,Plastic (t),"380,801",5
9740,22150,4022150,2021,Plastic (t),"43,164",5
9741,22153,4022153,2021,Plastic (t),"787,284",5
9742,22155,4022155,2021,Plastic (t),"47,510",5
9743,22156,4022156,2021,Plastic (t),"88,298",5
9744,22157,4022157,2021,Plastic (t),"14,251",5
9745,22135,4022135,2021,Plastic (t),"46,631",5
9746,22159,4022159,2021,Plastic (t),"22,005",5
9747,,4022160,2021,Plastic (t),"78,893",5
9748,22161,4022161,2021,Plastic (t),"103,279",5
9749,,4022162,2021,Plastic (t),"17,670",5
9750,22163,4022163,2021,Plastic (t),"27,417",5
9751,22164,4022164,2021,Plastic (t),"10,068",5
9752,22165,4022165,2021,Plastic (t),"16,403",5
9753,22231,4022231,2021,Plastic (t),"59,261",5
9754,,4022167,2021,Plastic (t),"190,801",5
9755,,4022168,2021,Plastic (t),"29,377",5
9756,22169,4022169,2021,Plastic (t),"28,015",5
9757,22170,4022170,2021,Plastic (t),"28,882",5
9758,22171,4022171,2021,Plastic (t),"40,689",5
9759,22172,4022172,2021,Plastic (t),"71,916",5
9760,22246,4022246,2021,Plastic (t),"96,826",5
9761,,4022250,2021,Plastic (t),"246,080",5
9762,22173,4022173,2021,Plastic (t),"14,561",5
9763,,4022176,2021,Plastic (t),"60,668",5
9764,22177,4022177,2021,Plastic (t),"39,420",5
9765,22179,4022179,2021,Plastic (t),"52,725",5
9766,22180,4022180,2021,Plastic (t),"64,128",5
9767,22181,4022181,2021,Plastic (t),"21,438",5
9768,22182,4022182,2021,Plastic (t),"43,732",5
9769,22183,4022183,2021,Plastic (t),"140,711",5
9770,22184,4022184,2021,Plastic (t),"19,610",5
9771,22188,4022188,2021,Plastic (t),"56,975",5
9772,22189,4022189,2021,Plastic (t),"17,480",5
9773,22190,4022190,2021,Plastic (t),"30,157",5
9774,22191,4022191,2021,Plastic (t),"85,570",5
9775,22193,4022193,2021,Plastic (t),"21,010",5
9776,,4022251,2021,Plastic (t),"146,557",5
9777,22195,4022195,2021,Plastic (t),"18,362",5
9778,22196,4022196,2021,Plastic (t),"92,884",5
9779,22199,4022199,2021,Plastic (t),"114,288",5
9780,22200,4022200,2021,Plastic (t),"40,065",5
9781,22202,4022202,2021,Plastic (t),"20,591",5
9782,22203,4022203,2021,Plastic (t),"56,582",5
9783,22247,4022247,2021,Plastic (t),"59,599",5
9784,22205,4022205,2021,Plastic (t),"334,022",5
9785,22232,4022232,2021,Plastic (t),"37,962",5
9786,22209,4022209,2021,Plastic (t),"12,678",5
9787,22210,4022210,2021,Plastic (t),"49,519",5
9788,22248,4022248,2021,Plastic (t),"252,544",5
9789,22213,4022213,2021,Plastic (t),"75,142",5
9790,,4022216,2021,Plastic (t),"5,823",5
9791,,4022249,2021,Plastic (t),"143,904",5
9792,22222,4022222,2021,Plastic (t),"147,891",5
9793,22254,4022254,2021,Plastic (t),"95,811",5
9794,22224,4022224,2021,Plastic (t),"119,602",5
9795,22226,4022226,2021,Plastic (t),"58,399",5
9796,22001,4022001,2022,Plastic (t),"456,502",5
9797,22002,4022002,2022,Plastic (t),"58,665",5
9798,22003,4022003,2022,Plastic (t),"130,797",5
9799,22235,4022235,2022,Plastic (t),"68,484",5
9800,,4022236,2022,Plastic (t),"129,939",5
9801,22237,4022237,2022,Plastic (t),"16,836",5
9802,22005,4022005,2022,Plastic (t),"183,445",5
9803,22006,4022006,2022,Plastic (t),"860,274",5
9804,22007,4022007,2022,Plastic (t),"142,619",5
9805,,4022009,2022,Plastic (t),"132,986",5
9806,22011,4022011,2022,Plastic (t),"38,903",5
9807,22013,4022013,2022,Plastic (t),"114,515",5
9808,22015,4022015,2022,Plastic (t),"13,670",5
9809,22017,4022017,2022,Plastic (t),"54,495",5
9810,22018,4022018,2022,Plastic (t),"14,402",5
9811,22021,4022021,2022,Plastic (t),"24,665",5
9812,22238,4022238,2022,Plastic (t),"69,321",5
9813,,4022252,2022,Plastic (t),"84,336",5
9814,22239,4022239,2022,Plastic (t),"25,691",5
9815,22022,4022022,2022,Plastic (t),"207,085",5
9816,22025,4022025,2022,Plastic (t),"214,990",5
9817,22026,4022026,2022,Plastic (t),"7,712",5
9818,22029,4022029,2022,Plastic (t),"26,929",5
9819,22032,4022032,2022,Plastic (t),"51,910",5
9820,22033,4022033,2022,Plastic (t),"25,087",5
9821,22034,4022034,2022,Plastic (t),"105,121",5
9822,22035,4022035,2022,Plastic (t),"84,087",5
9823,22036,4022036,2022,Plastic (t),"69,595",5
9824,22037,4022037,2022,Plastic (t),"46,363",5
9825,22038,4022038,2022,Plastic (t),"87,582",5
9826,22039,4022039,2022,Plastic (t),"130,547",5
9827,22040,4022040,2022,Plastic (t),"20,388",5
9828,22042,4022042,2022,Plastic (t),"39,598",5
9829,22043,4022043,2022,Plastic (t),"14,949",5
9830,22045,4022045,2022,Plastic (t),"8,034",5
9831,22240,4022240,2022,Plastic (t),"95,807",5
9832,22048,4022048,2022,Plastic (t),"36,561",5
9833,22047,4022047,2022,Plastic (t),"85,805",5
9834,22049,4022049,2022,Plastic (t),"31,877",5
9835,22050,4022050,2022,Plastic (t),"164,021",5
9836,22051,4022051,2022,Plastic (t),"36,069",5
9837,22052,4022052,2022,Plastic (t),"27,827",5
9838,22053,4022053,2022,Plastic (t),"126,834",5
9839,22054,4022054,2022,Plastic (t),"8,529",5
9840,22241,4022241,2022,Plastic (t),"92,818",5
9841,22058,4022058,2022,Plastic (t),"28,868",5
9842,22059,4022059,2022,Plastic (t),"10,792",5
9843,22060,4022060,2022,Plastic (t),"9,309",5
9844,22061,4022061,2022,Plastic (t),"103,222",5
9845,22062,4022062,2022,Plastic (t),"222,626",5
9846,22228,4022228,2022,Plastic (t),"112,422",5
9847,22064,4022064,2022,Plastic (t),"56,369",5
9848,,4022242,2022,Plastic (t),"43,843",5
9849,22068,4022068,2022,Plastic (t),"27,277",5
9850,22071,4022071,2022,Plastic (t),"13,027",5
9851,22074,4022074,2022,Plastic (t),"38,558",5
9852,22233,4022233,2022,Plastic (t),"133,939",5
9853,22078,4022078,2022,Plastic (t),"25,606",5
9854,22079,4022079,2022,Plastic (t),"163,423",5
9855,22081,4022081,2022,Plastic (t),"52,645",5
9856,,4022083,2022,Plastic (t),"37,756",5
9857,,4022085,2022,Plastic (t),"11,835",5
9858,22087,4022087,2022,Plastic (t),"167,571",5
9859,22089,4022089,2022,Plastic (t),"33,309",5
9860,,4022090,2022,Plastic (t),"8,639",5
9861,22091,4022091,2022,Plastic (t),"15,643",5
9862,22092,4022092,2022,Plastic (t),"101,760",5
9863,22093,4022093,2022,Plastic (t),"31,919",5
9864,22095,4022095,2022,Plastic (t),"59,363",5
9865,22097,4022097,2022,Plastic (t),"70,326",5
9866,22098,4022098,2022,Plastic (t),"82,510",5
9867,22102,4022102,2022,Plastic (t),"95,462",5
9868,22103,4022103,2022,Plastic (t),"526,966",5
9869,22229,4022229,2022,Plastic (t),"264,245",5
9870,22104,4022104,2022,Plastic (t),"242,151",5
9871,22106,4022106,2022,Plastic (t),"23,167",5
9872,22108,4022108,2022,Plastic (t),"35,533",5
9873,,4022109,2022,Plastic (t),"19,670",5
9874,22243,4022243,2022,Plastic (t),"119,191",5
9875,,4022110,2022,Plastic (t),"75,890",5
9876,22112,4022112,2022,Plastic (t),"5,060",5
9877,22113,4022113,2022,Plastic (t),"38,140",5
9878,22114,4022114,2022,Plastic (t),"69,057",5
9879,22115,4022115,2022,Plastic (t),"94,016",5
9880,22116,4022116,2022,Plastic (t),"268,698",5
9881,22117,4022117,2022,Plastic (t),"369,568",5
9882,22118,4022118,2022,Plastic (t),"141,845",5
9883,22120,4022120,2022,Plastic (t),"124,601",5
9884,22123,4022123,2022,Plastic (t),"424,241",5
9885,22124,4022124,2022,Plastic (t),"198,951",5
9886,22127,4022127,2022,Plastic (t),"95,638",5
9887,22128,4022128,2022,Plastic (t),"48,896",5
9888,22129,4022129,2022,Plastic (t),"32,430",5
9889,22253,4022253,2022,Plastic (t),"111,649",5
9890,22130,4022130,2022,Plastic (t),"23,181",5
9891,22131,4022131,2022,Plastic (t),"40,251",5
9892,,4022133,2022,Plastic (t),"4,121",5
9893,,4022134,2022,Plastic (t),"31,484",5
9894,22136,4022136,2022,Plastic (t),"88,479",5
9895,22137,4022137,2022,Plastic (t),"16,204",5
9896,22138,4022138,2022,Plastic (t),"14,579",5
9897,22139,4022139,2022,Plastic (t),"546,950",5
9898,,4022234,2022,Plastic (t),"51,592",5
9899,22142,4022142,2022,Plastic (t),"23,181",5
9900,22143,4022143,2022,Plastic (t),"200,992",5
9901,22144,4022144,2022,Plastic (t),"78,612",5
9902,,4022244,2022,Plastic (t),"65,676",5
9903,22230,4022230,2022,Plastic (t),"216,449",5
9904,22147,4022147,2022,Plastic (t),"182,161",5
9905,,4022245,2022,Plastic (t),"400,267",5
9906,22150,4022150,2022,Plastic (t),"47,398",5
9907,22153,4022153,2022,Plastic (t),"777,711",5
9908,22155,4022155,2022,Plastic (t),"45,779",5
9909,22156,4022156,2022,Plastic (t),"88,332",5
9910,22157,4022157,2022,Plastic (t),"13,204",5
9911,22135,4022135,2022,Plastic (t),"44,384",5
9912,22159,4022159,2022,Plastic (t),"16,591",5
9913,,4022160,2022,Plastic (t),"82,091",5
9914,22161,4022161,2022,Plastic (t),"970,291",5
9915,,4022162,2022,Plastic (t),"13,733",5
9916,22163,4022163,2022,Plastic (t),"25,961",5
9917,22164,4022164,2022,Plastic (t),"11,243",5
9918,22165,4022165,2022,Plastic (t),"15,881",5
9919,22231,4022231,2022,Plastic (t),"62,422",5
9920,,4022167,2022,Plastic (t),"174,713",5
9921,,4022168,2022,Plastic (t),"28,115",5
9922,22169,4022169,2022,Plastic (t),"28,574",5
9923,22170,4022170,2022,Plastic (t),"27,528",5
9924,22171,4022171,2022,Plastic (t),"39,498",5
9925,22172,4022172,2022,Plastic (t),"57,683",5
9926,22246,4022246,2022,Plastic (t),"106,088",5
9927,,4022250,2022,Plastic (t),"223,025",5
9928,22173,4022173,2022,Plastic (t),"12,044",5
9929,,4022176,2022,Plastic (t),"41,564",5
9930,22177,4022177,2022,Plastic (t),"31,905",5
9931,22179,4022179,2022,Plastic (t),"46,567",5
9932,22180,4022180,2022,Plastic (t),"56,630",5
9933,22181,4022181,2022,Plastic (t),"22,090",5
9934,22182,4022182,2022,Plastic (t),"45,824",5
9935,22183,4022183,2022,Plastic (t),"159,803",5
9936,22184,4022184,2022,Plastic (t),"21,761",5
9937,22188,4022188,2022,Plastic (t),"56,309",5
9938,22189,4022189,2022,Plastic (t),"17,916",5
9939,22190,4022190,2022,Plastic (t),"27,067",5
9940,22191,4022191,2022,Plastic (t),"75,631",5
9941,22193,4022193,2022,Plastic (t),"18,847",5
9942,,4022251,2022,Plastic (t),"121,594",5
9943,22195,4022195,2022,Plastic (t),"19,651",5
9944,22196,4022196,2022,Plastic (t),"125,287",5
9945,22199,4022199,2022,Plastic (t),"130,859",5
9946,22200,4022200,2022,Plastic (t),"39,756",5
9947,22202,4022202,2022,Plastic (t),"20,738",5
9948,22203,4022203,2022,Plastic (t),"51,867",5
9949,22247,4022247,2022,Plastic (t),"61,217",5
9950,22205,4022205,2022,Plastic (t),"353,579",5
9951,22232,4022232,2022,Plastic (t),"41,897",5
9952,22209,4022209,2022,Plastic (t),"16,371",5
9953,22210,4022210,2022,Plastic (t),"52,899",5
9954,22248,4022248,2022,Plastic (t),"208,756",5
9955,22213,4022213,2022,Plastic (t),"108,935",5
9956,,4022216,2022,Plastic (t),"5,368",5
9957,,4022249,2022,Plastic (t),"146,398",5
9958,22222,4022222,2022,Plastic (t),"152,157",5
9959,22254,4022254,2022,Plastic (t),"103,538",5
9960,22224,4022224,2022,Plastic (t),"106,381",5
9961,22226,4022226,2022,Plastic (t),"66,132",5
9962,22001,4022001,2014,Waste Electrical and Electronic Equipment (t),6.507,7
9963,22002,4022002,2014,Waste Electrical and Electronic Equipment (t),10.283,7
9964,22003,4022003,2014,Waste Electrical and Electronic Equipment (t),24.596,7
9965,,4022004,2014,Waste Electrical and Electronic Equipment (t),2.367,7
9966,22005,4022005,2014,Waste Electrical and Electronic Equipment (t),15.536,7
9967,22006,4022006,2014,Waste Electrical and Electronic Equipment (t),145.362,7
9968,22007,4022007,2014,Waste Electrical and Electronic Equipment (t),2998,7
9969,,4022009,2014,Waste Electrical and Electronic Equipment (t),34.938,7
9970,22011,4022011,2014,Waste Electrical and Electronic Equipment (t),11.649,7
9971,,4022012,2014,Waste Electrical and Electronic Equipment (t),0.693,7
9972,22013,4022013,2014,Waste Electrical and Electronic Equipment (t),15.155,7
9973,22015,4022015,2014,Waste Electrical and Electronic Equipment (t),3.852,7
9974,22017,4022017,2014,Waste Electrical and Electronic Equipment (t),10.943,7
9975,22018,4022018,2014,Waste Electrical and Electronic Equipment (t),2.412,7
9976,,4022019,2014,Waste Electrical and Electronic Equipment (t),2.338,7
9977,,4022020,2014,Waste Electrical and Electronic Equipment (t),2.3,7
9978,22021,4022021,2014,Waste Electrical and Electronic Equipment (t),2.255,7
9979,22022,4022022,2014,Waste Electrical and Electronic Equipment (t),5417,7
9980,,4022023,2014,Waste Electrical and Electronic Equipment (t),5.775,7
9981,,4022024,2014,Waste Electrical and Electronic Equipment (t),231,7
9982,22025,4022025,2014,Waste Electrical and Electronic Equipment (t),25.107,7
9983,22026,4022026,2014,Waste Electrical and Electronic Equipment (t),2.104,7
9984,,4022027,2014,Waste Electrical and Electronic Equipment (t),6.33,7
9985,,4022028,2014,Waste Electrical and Electronic Equipment (t),0.229,7
9986,22029,4022029,2014,Waste Electrical and Electronic Equipment (t),2.9,7
9987,,4022030,2014,Waste Electrical and Electronic Equipment (t),2.838,7
9988,,4022031,2014,Waste Electrical and Electronic Equipment (t),9.357,7
9989,22032,4022032,2014,Waste Electrical and Electronic Equipment (t),13.37,7
9990,22033,4022033,2014,Waste Electrical and Electronic Equipment (t),813,7
9991,22034,4022034,2014,Waste Electrical and Electronic Equipment (t),25.494,7
9992,22035,4022035,2014,Waste Electrical and Electronic Equipment (t),1.228,7
9993,22036,4022036,2014,Waste Electrical and Electronic Equipment (t),7.692,7
9994,22037,4022037,2014,Waste Electrical and Electronic Equipment (t),1255,7
9995,22038,4022038,2014,Waste Electrical and Electronic Equipment (t),9.684,7
9996,22039,4022039,2014,Waste Electrical and Electronic Equipment (t),21.555,7
9997,22040,4022040,2014,Waste Electrical and Electronic Equipment (t),4.275,7
9998,,4022041,2014,Waste Electrical and Electronic Equipment (t),12.869,7
9999,22042,4022042,2014,Waste Electrical and Electronic Equipment (t),714,7
10000,22043,4022043,2014,Waste Electrical and Electronic Equipment (t),3.998,7
10001,22045,4022045,2014,Waste Electrical and Electronic Equipment (t),0.66,7
10002,,4022046,2014,Waste Electrical and Electronic Equipment (t),5.668,7
10003,22048,4022048,2014,Waste Electrical and Electronic Equipment (t),11.822,7
10004,22047,4022047,2014,Waste Electrical and Electronic Equipment (t),17.615,7
10005,22049,4022049,2014,Waste Electrical and Electronic Equipment (t),8.125,7
10006,22050,4022050,2014,Waste Electrical and Electronic Equipment (t),36.381,7
10007,22051,4022051,2014,Waste Electrical and Electronic Equipment (t),10.843,7
10008,22052,4022052,2014,Waste Electrical and Electronic Equipment (t),6.19,7
10009,22053,4022053,2014,Waste Electrical and Electronic Equipment (t),18.656,7
10010,22054,4022054,2014,Waste Electrical and Electronic Equipment (t),1.661,7
10011,,4022055,2014,Waste Electrical and Electronic Equipment (t),1393,7
10012,,4022056,2014,Waste Electrical and Electronic Equipment (t),4.505,7
10013,,4022057,2014,Waste Electrical and Electronic Equipment (t),1.322,7
10014,22058,4022058,2014,Waste Electrical and Electronic Equipment (t),5.866,7
10015,22059,4022059,2014,Waste Electrical and Electronic Equipment (t),3.228,7
10016,22060,4022060,2014,Waste Electrical and Electronic Equipment (t),2.55,7
10017,22061,4022061,2014,Waste Electrical and Electronic Equipment (t),21.33,7
10018,22062,4022062,2014,Waste Electrical and Electronic Equipment (t),59.587,7
10019,,4022063,2014,Waste Electrical and Electronic Equipment (t),5.94,7
10020,22228,4022228,2014,Waste Electrical and Electronic Equipment (t),15.283,7
10021,22064,4022064,2014,Waste Electrical and Electronic Equipment (t),7.253,7
10022,,4022066,2014,Waste Electrical and Electronic Equipment (t),10.56,7
10023,,4022067,2014,Waste Electrical and Electronic Equipment (t),16.688,7
10024,22068,4022068,2014,Waste Electrical and Electronic Equipment (t),4.59,7
10025,,4022069,2014,Waste Electrical and Electronic Equipment (t),4.983,7
10026,,4022070,2014,Waste Electrical and Electronic Equipment (t),5.69,7
10027,22071,4022071,2014,Waste Electrical and Electronic Equipment (t),3.493,7
10028,,4022072,2014,Waste Electrical and Electronic Equipment (t),1.595,7
10029,,4022073,2014,Waste Electrical and Electronic Equipment (t),1.773,7
10030,22074,4022074,2014,Waste Electrical and Electronic Equipment (t),10.389,7
10031,,4022075,2014,Waste Electrical and Electronic Equipment (t),884,7
10032,,4022076,2014,Waste Electrical and Electronic Equipment (t),2.758,7
10033,,4022077,2014,Waste Electrical and Electronic Equipment (t),1.571,7
10034,22078,4022078,2014,Waste Electrical and Electronic Equipment (t),1.104,7
10035,22079,4022079,2014,Waste Electrical and Electronic Equipment (t),1954,7
10036,,4022080,2014,Waste Electrical and Electronic Equipment (t),2.375,7
10037,22081,4022081,2014,Waste Electrical and Electronic Equipment (t),9.15,7
10038,,4022082,2014,Waste Electrical and Electronic Equipment (t),6.219,7
10039,,4022083,2014,Waste Electrical and Electronic Equipment (t),3.789,7
10040,,4022084,2014,Waste Electrical and Electronic Equipment (t),3.661,7
10041,,4022085,2014,Waste Electrical and Electronic Equipment (t),3.216,7
10042,,4022086,2014,Waste Electrical and Electronic Equipment (t),4.512,7
10043,22087,4022087,2014,Waste Electrical and Electronic Equipment (t),30.556,7
10044,,4022088,2014,Waste Electrical and Electronic Equipment (t),13.778,7
10045,22089,4022089,2014,Waste Electrical and Electronic Equipment (t),7.115,7
10046,,4022090,2014,Waste Electrical and Electronic Equipment (t),2.921,7
10047,22091,4022091,2014,Waste Electrical and Electronic Equipment (t),3.534,7
10048,22092,4022092,2014,Waste Electrical and Electronic Equipment (t),14.616,7
10049,22093,4022093,2014,Waste Electrical and Electronic Equipment (t),8.143,7
10050,,4022094,2014,Waste Electrical and Electronic Equipment (t),0.855,7
10051,22095,4022095,2014,Waste Electrical and Electronic Equipment (t),17.496,7
10052,,4022096,2014,Waste Electrical and Electronic Equipment (t),3.192,7
10053,22097,4022097,2014,Waste Electrical and Electronic Equipment (t),8.581,7
10054,22098,4022098,2014,Waste Electrical and Electronic Equipment (t),12.769,7
10055,,4022099,2014,Waste Electrical and Electronic Equipment (t),2.608,7
10056,,4022100,2014,Waste Electrical and Electronic Equipment (t),0.77,7
10057,,4022101,2014,Waste Electrical and Electronic Equipment (t),8.61,7
10058,22102,4022102,2014,Waste Electrical and Electronic Equipment (t),17.777,7
10059,22103,4022103,2014,Waste Electrical and Electronic Equipment (t),81.495,7
10060,22229,4022229,2014,Waste Electrical and Electronic Equipment (t),26.939,7
10061,22104,4022104,2014,Waste Electrical and Electronic Equipment (t),38.973,7
10062,,4022105,2014,Waste Electrical and Electronic Equipment (t),3.898,7
10063,22106,4022106,2014,Waste Electrical and Electronic Equipment (t),717,7
10064,22108,4022108,2014,Waste Electrical and Electronic Equipment (t),642,7
10065,,4022109,2014,Waste Electrical and Electronic Equipment (t),509,7
10066,,4022110,2014,Waste Electrical and Electronic Equipment (t),15.727,7
10067,,4022111,2014,Waste Electrical and Electronic Equipment (t),5.414,7
10068,22112,4022112,2014,Waste Electrical and Electronic Equipment (t),0.741,7
10069,22113,4022113,2014,Waste Electrical and Electronic Equipment (t),6.298,7
10070,22114,4022114,2014,Waste Electrical and Electronic Equipment (t),11.375,7
10071,22115,4022115,2014,Waste Electrical and Electronic Equipment (t),9.836,7
10072,22116,4022116,2014,Waste Electrical and Electronic Equipment (t),36.742,7
10073,22117,4022117,2014,Waste Electrical and Electronic Equipment (t),46.919,7
10074,22118,4022118,2014,Waste Electrical and Electronic Equipment (t),4.412,7
10075,22120,4022120,2014,Waste Electrical and Electronic Equipment (t),9.976,7
10076,,4022121,2014,Waste Electrical and Electronic Equipment (t),14.256,7
10077,,4022122,2014,Waste Electrical and Electronic Equipment (t),0.954,7
10078,22123,4022123,2014,Waste Electrical and Electronic Equipment (t),73.654,7
10079,22124,4022124,2014,Waste Electrical and Electronic Equipment (t),8.623,7
